#chromosome	start	end	length
5	177540223	Inf	Inf
6	-Inf	409961	Inf
6	409962	2890073	2480111
6	2890074	3269993	379919
6	3269994	7240498	3970504
6	7240499	7889894	649395
6	7889895	10400349	2510454
6	10400350	10629696	229346
6	10629697	11130785	501088
6	11130786	11579937	449151
6	11579938	12120089	540151
6	12120090	12299955	179865
6	12299956	13280640	980684
6	13280641	13289194	8553
6	13289195	15500998	2211803
6	15500999	15509872	8873
6	15509873	16140675	630802
6	16140676	16309960	169284
6	16309961	17770204	1460243
6	17770205	18469685	699480
6	18469686	21590103	3120417
6	21590104	21599112	9008
6	21599113	24422219	2823106
6	24422220	24849947	427727
6	24849948	25770007	920059
6	25770008	26509810	739802
6	26509811	27210178	700367
6	27210179	27219931	9752
6	27219932	28190714	970782
6	28190715	28479671	288956
6	28479672	29570152	1090480
6	29570153	33699792	4129639
6	33699793	34210039	510246
6	34210040	35449469	1239429
6	35449470	36070019	620549
6	36070020	37619853	1549833
6	37619854	38810042	1190188
6	38810043	39309966	499923
6	39309967	39830208	520241
6	39830209	39879902	49693
6	39879903	41030225	1150322
6	41030226	42239331	1209105
6	42239332	42830062	590730
6	42830063	43599932	769869
6	43599933	44100764	500831
6	44100765	44279892	179127
6	44279893	45510450	1230557
6	45510451	45519816	9365
6	45519817	46660003	1140186
6	46660004	46839869	179865
6	46839870	47680122	840252
6	47680123	47689810	9687
6	47689811	49420247	1730436
6	49420248	49429518	9270
6	49429519	51480218	2050699
6	51480219	52369512	889293
6	52369513	52960091	590578
6	52960092	53379405	419313
6	53379406	55921346	2541940
6	55921347	55929582	8235
6	55929583	56460014	530431
6	56460015	57019552	559537
6	57019553	64420310	7400757
6	64420311	64429963	9652
6	64429964	70850033	6420069
6	70850034	71569949	719915
6	71569950	72960020	1390070
6	72960021	72969854	9833
6	72969855	73900018	930163
6	73900019	74499991	599972
6	74499992	75790064	1290072
6	75790065	76628843	838778
6	76628844	78630669	2001825
6	78630670	78636679	6009
6	78636680	80710199	2073519
6	80710200	80718345	8145
6	80718346	82450035	1731689
6	82450036	83079972	629936
6	83079973	83830266	750293
6	83830267	83909715	79448
6	83909716	85442964	1533248
6	85442965	85449928	6963
6	85449929	86200004	750075
6	86200005	86206660	6655
6	86206661	87960121	1753460
6	87960122	88229971	269849
6	88229972	88850036	620064
6	88850037	89327045	477008
6	89327046	90320152	993106
6	90320153	90648273	328120
6	90648274	91223230	574956
6	91223231	91269959	46728
6	91269960	93950118	2680158
6	93950119	93956976	6857
6	93956977	97590095	3633118
6	97590096	97599894	9798
6	97599895	99279999	1680104
6	99280000	99289223	9223
6	99289224	99841761	552537
6	99841762	99999842	158080
6	99999843	100832816	832973
6	100832817	101099555	266738
6	101099556	105540636	4441080
6	105540637	105549320	8683
6	105549321	106551402	1002081
6	106551403	107019997	468594
6	107019998	108490392	1470394
6	108490393	108849793	359400
6	108849794	109760082	910288
6	109760083	109819954	59871
6	109819955	110420817	600862
6	110420818	110936902	516084
6	110936903	111680067	743164
6	111680068	111699116	19048
6	111699117	112380100	680983
6	112380101	112469738	89637
6	112469739	114250002	1780263
6	114250003	114267387	17384
6	114267388	116440129	2172741
6	116440130	117899998	1459868
6	117899999	118780134	880135
6	118780135	118788986	8851
6	118788987	123100026	4311039
6	123100027	123108516	8489
6	123108517	125400144	2291627
6	125400145	125409783	9638
6	125409784	126240091	830307
6	126240092	126249996	9904
6	126249997	127761587	1511590
6	127761588	127769924	8336
6	127769925	128290024	520099
6	128290025	128299382	9357
6	128299383	131190064	2890681
6	131190065	131208731	18666
6	131208732	131900059	691327
6	131900060	133079201	1179141
6	133079202	134210184	1130982
6	134210185	134499640	289455
6	134499641	135280352	780711
6	135280353	135819089	538736
6	135819090	136510090	691000
6	136510091	136667343	157252
6	136667344	137320027	652683
6	137320028	137329882	9854
6	137329883	138190477	860594
6	138190478	139569252	1378774
6	139569253	142720027	3150774
6	142720028	143098829	378801
6	143098830	144140318	1041488
6	144140319	144149900	9581
6	144149901	146120026	1970125
6	146120027	146758882	638855
6	146758883	147880663	1121780
6	147880664	147889949	9285
6	147889950	148861387	971437
6	148861388	148869910	8522
6	148869911	150720044	1850133
6	150720045	150728991	8946
6	150728992	151669999	941007
6	151670000	151678505	8505
6	151678506	152419999	741493
6	152420000	153298752	878752
6	153298753	154410445	1111692
6	154410446	154479892	69446
6	154479893	155570752	1090859
6	155570753	155579573	8820
6	155579574	157520010	1940436
6	157520011	157529849	9838
6	157529850	158090240	560390
6	158090241	159659971	1569730
6	159659972	160180717	520745
6	160180718	160669081	488363
6	160669082	161501577	832495
6	161501578	161559044	57466
6	161559045	163981172	2422127
6	163981173	163999687	18514
6	163999688	165741080	1741392
6	165741081	165749960	8879
6	165749961	166820717	1070756
6	166820718	166829985	9267
6	166829986	168290155	1460169
6	168290156	168469957	179801
6	168469958	169620047	1150089
6	169620048	Inf	Inf
7	-Inf	2979814	Inf
7	2979815	4790061	1810246
7	4790062	5419800	629738
7	5419801	6060268	640467
7	6060269	6739813	679544
7	6739814	8120470	1380656
7	8120471	8269718	149247
7	8269719	11414251	3144532
7	11414252	11419571	5319
7	11419572	12270058	850486
7	12270059	12419609	149550
7	12419610	13930013	1510403
7	13930014	14029977	99963
7	14029978	16640057	2610079
7	16640058	16839802	199744
7	16839803	17370069	530266
7	17370070	17839137	469067
7	17839138	19730315	1891177
7	19730316	20689970	959654
7	20689971	21650803	960832
7	21650804	21949901	299097
7	21949902	22761201	811299
7	22761202	22989984	228782
7	22989985	24740412	1750427
7	24740413	24749921	9508
7	24749922	26230171	1480249
7	26230172	26239993	9821
7	26239994	27130564	890570
7	27130565	27289711	159146
7	27289712	28860061	1570349
7	28860062	28868093	8031
7	28868094	29920594	1052500
7	29920595	31149754	1229159
7	31149755	31690369	540614
7	31690370	31829960	139590
7	31829961	32520277	690316
7	32520278	32629932	109654
7	32629933	35670018	3040085
7	35670019	35679665	9646
7	35679666	36459999	780333
7	36460000	36468157	8157
7	36468158	37250468	782310
7	37250469	37258594	8125
7	37258595	38460323	1201728
7	38460324	38768653	308329
7	38768654	39500195	731541
7	39500196	39509015	8819
7	39509016	40130059	621043
7	40130060	40136824	6764
7	40136825	41720414	1583589
7	41720415	42007818	287403
7	42007819	42970532	962713
7	42970533	42979947	9414
7	42979948	43680101	700153
7	43680102	45149975	1469873
7	45149976	45750168	600192
7	45750169	45959801	209632
7	45959802	47840017	1880215
7	47840018	48419553	579535
7	48419554	50511282	2091728
7	50511283	51098988	587705
7	51098989	54610213	3511224
7	54610214	54619723	9509
7	54619724	55220173	600449
7	55220174	55499866	279692
7	55499867	56140387	640520
7	56140388	56149968	9580
7	56149969	63980180	7830211
7	63980181	63989912	9731
7	63989913	65550008	1560095
7	65550009	65559240	9231
7	65559241	66101205	541964
7	66101206	66109316	8110
7	66109317	70230013	4120696
7	70230014	70259700	29686
7	70259701	71240180	980479
7	71240181	71249948	9767
7	71249949	73110347	1860398
7	73110348	73938739	828391
7	73938740	75180010	1241270
7	75180011	76029999	849988
7	76030000	76820049	790049
7	76820050	76959908	139858
7	76959909	80300080	3340171
7	80300081	80439972	139891
7	80439973	81330011	890038
7	81330012	81599957	269945
7	81599958	82580260	980302
7	82580261	83037957	457696
7	83037958	84623706	1585748
7	84623707	84629351	5644
7	84629352	86540108	1910756
7	86540109	87909759	1369650
7	87909760	88960542	1050782
7	88960543	88966456	5913
7	88966457	89861533	895076
7	89861534	90049143	187609
7	90049144	90892292	843148
7	90892293	90899051	6758
7	90899052	91500058	601006
7	91500059	92989918	1489859
7	92989919	94030621	1040702
7	94030622	94299115	268493
7	94299116	94910024	610908
7	94910025	95669653	759628
7	95669654	97830018	2160364
7	97830019	97869973	39954
7	97869974	98460401	590427
7	98460402	100889924	2429522
7	100889925	101840084	950159
7	101840085	102109935	269850
7	102109936	102940008	830072
7	102940009	103139303	199294
7	103139304	104710742	1571438
7	104710743	105669393	958650
7	105669394	106840477	1171083
7	106840478	108219502	1379024
7	108219503	111370261	3150758
7	111370262	111379907	9645
7	111379908	112720088	1340180
7	112720089	112729182	9093
7	112729183	114291865	1562682
7	114291866	114659934	368068
7	114659935	115570873	910938
7	115570874	115579872	8998
7	115579873	116410092	830219
7	116410093	116778913	368820
7	116778914	117300311	521397
7	117300312	117309974	9662
7	117309975	120380411	3070436
7	120380412	120609662	229250
7	120609663	121650221	1040558
7	121650222	121699960	49738
7	121699961	124461638	2761677
7	124461639	124469379	7740
7	124469380	127010111	2540731
7	127010112	129129889	2119777
7	129129890	129770203	640313
7	129770204	130298682	528478
7	130298683	131170018	871335
7	131170019	131179842	9823
7	131179843	131810164	630321
7	131810165	131919977	109812
7	131919978	133970443	2050465
7	133970444	133979947	9503
7	133979948	134850052	870104
7	134850053	135419655	569602
7	135419656	136700037	1280381
7	136700038	136709989	9951
7	136709990	137560031	850041
7	137560032	137569938	9906
7	137569939	138260146	690207
7	138260147	138279584	19437
7	138279585	138850324	570739
7	138850325	139829987	979662
7	139829988	140420104	590116
7	140420105	140429604	9499
7	140429605	141170086	740481
7	141170087	141889587	719500
7	141889588	142560029	670441
7	142560030	143099525	539495
7	143099526	144091809	992283
7	144091810	144099815	8005
7	144099816	148110015	4010199
7	148110016	151138704	3028688
7	151138705	151800006	661301
7	151800007	151879860	79853
7	151879861	154731000	2851139
7	154731001	155599984	868983
7	155599985	156430313	830328
7	156430314	156759841	329527
7	156759842	158430385	1670543
7	158430386	Inf	Inf
8	-Inf	199270	Inf
8	199271	1650064	1450793
8	1650065	2029742	379677
8	2029743	8860009	6830266
8	8860010	8999493	139483
8	8999494	9630015	630521
8	9630016	9639932	9916
8	9639933	10381247	741314
8	10381248	10589660	208412
8	10589661	11170012	580351
8	11170013	11709998	539985
8	11709999	12880034	1170035
8	12880035	12959887	79852
8	12959888	17071720	4111832
8	17071721	18389845	1318124
8	18389846	19670022	1280176
8	19670023	20109987	439964
8	20109988	21830035	1720047
8	21830036	25279673	3449637
8	25279674	27091387	1811713
8	27091388	27637758	546370
8	27637759	28200326	562567
8	28200327	29209387	1009060
8	29209388	29920368	710980
8	29920369	30708910	788541
8	30708911	32610015	1901104
8	32610016	32618730	8714
8	32618731	33350158	731427
8	33350159	33359837	9678
8	33359838	35650158	2290320
8	35650159	35659617	9458
8	35659618	36660571	1000953
8	36660572	36698985	38413
8	36698986	37553028	854042
8	37553029	38879340	1326311
8	38879341	39770260	890919
8	39770261	39779989	9728
8	39779990	41390066	1610076
8	41390067	42179976	789909
8	42179977	42880009	700032
8	42880010	43059564	179554
8	43059565	48640133	5580568
8	48640134	48889867	249733
8	48889868	49640533	750665
8	49640534	49648217	7683
8	49648218	52320427	2672209
8	52320428	52329718	9290
8	52329719	53020939	691220
8	53020940	53079833	58893
8	53079834	55530212	2450378
8	55530213	55539974	9761
8	55539975	56361856	821881
8	56361857	56369997	8140
8	56369998	57073777	703779
8	57073778	57359694	285916
8	57359695	57870202	510507
8	57870203	57879931	9728
8	57879932	59490534	1610602
8	59490535	59499922	9387
8	59499923	61530673	2030750
8	61530674	61779936	249262
8	61779937	62411776	631839
8	62411777	62419630	7853
8	62419631	65490321	3070690
8	65490322	65499563	9241
8	65499564	66630205	1130641
8	66630206	66639844	9638
8	66639845	67351363	711518
8	67351364	68119016	767652
8	68119017	69010656	891639
8	69010657	69149400	138743
8	69149401	72932100	3782699
8	72932101	72938359	6258
8	72938360	74200030	1261670
8	74200031	74709145	509114
8	74709146	75271973	562827
8	75271974	75929862	657888
8	75929863	76470579	540716
8	76470580	76479169	8589
8	76479170	77761148	1281978
8	77761149	77898612	137463
8	77898613	81430686	3532073
8	81430687	81559914	129227
8	81559915	82350816	790901
8	82350817	82359696	8879
8	82359697	86239999	3880302
8	86240000	86389740	149740
8	86389741	87480004	1090263
8	87480005	87489551	9546
8	87489552	89042371	1552819
8	89042372	89059641	17269
8	89059642	90930023	1870381
8	90930024	91079583	149559
8	91079584	91960505	880921
8	91960506	92409912	449406
8	92409913	94740300	2330387
8	94740301	95897955	1157654
8	95897956	97340415	1442459
8	97340416	97349221	8805
8	97349222	98281585	932363
8	98281586	98289986	8400
8	98289987	99140083	850096
8	99140084	99449543	309459
8	99449544	99960275	510731
8	99960276	99968958	8682
8	99968959	100880265	911306
8	100880266	101279897	399631
8	101279898	103280582	2000684
8	103280583	103849746	569163
8	103849747	104410419	560672
8	104410420	104419734	9314
8	104419735	105260125	840390
8	105260126	105269578	9452
8	105269579	106810683	1541104
8	106810684	106819064	8380
8	106819065	110350707	3531642
8	110350708	110989224	638516
8	110989225	116420719	5431494
8	116420720	116428099	7379
8	116428100	117860025	1431925
8	117860026	117869957	9931
8	117869958	118810053	940095
8	118810054	118819944	9890
8	118819945	120590146	1770201
8	120590147	121229302	639155
8	121229303	122620029	1390726
8	122620030	122629457	9427
8	122629458	124030526	1401068
8	124030527	126449968	2419441
8	126449969	127560078	1110109
8	127560079	127569939	9860
8	127569940	130760399	3190459
8	130760400	130769955	9555
8	130769956	132990951	2220995
8	132990952	133139945	148993
8	133139946	133820082	680136
8	133820083	134479107	659024
8	134479108	135610751	1131643
8	135610752	135619956	9204
8	135619957	139600047	3980090
8	139600048	139739436	139388
8	139739437	141520571	1781134
8	141520572	141569855	49283
8	141569856	142200049	630193
8	142200050	142489981	289931
8	142489982	143560300	1070318
8	143560301	143859682	299381
8	143859683	144371099	511416
8	144371100	Inf	Inf
9	-Inf	1059959	Inf
9	1059960	2080163	1020203
9	2080164	2088816	8652
9	2088817	2640020	551203
9	2640021	3229105	589084
9	3229106	3821150	592044
9	3821151	3829793	8642
9	3829794	4580671	750877
9	4580672	4669839	89167
9	4669840	5460909	791069
9	5460910	6258932	798022
9	6258933	8310400	2051467
9	8310401	8529058	218657
9	8529059	13103208	4574149
9	13103209	13129649	26440
9	13129650	14081508	951858
9	14081509	14089992	8483
9	14089993	14611358	521365
9	14611359	14779894	168535
9	14779895	15460001	680106
9	15460002	15729907	269905
9	15729908	16410004	680096
9	16410005	16439906	29901
9	16439907	18904985	2465078
9	18904986	18909999	5013
9	18910000	20341541	1431541
9	20341542	20346912	5370
9	20346913	21330018	983105
9	21330019	21338516	8497
9	21338517	22002819	664302
9	22002820	22009628	6808
9	22009629	27200843	5191214
9	27200844	27568513	367669
9	27568514	32420573	4852059
9	32420574	32787633	367059
9	32787634	33460479	672845
9	33460480	36839980	3379500
9	36839981	37420605	580624
9	37420606	37769944	349338
9	37769945	71391079	33621134
9	71391080	72339090	948010
9	72339091	72961327	622236
9	72961328	72969898	8570
9	72969899	74310266	1340367
9	74310267	74349977	39710
9	74349978	74860139	510161
9	74860140	74868613	8473
9	74868614	75780054	911440
9	75780055	75788477	8422
9	75788478	77352024	1563546
9	77352025	77419865	67840
9	77419866	79000395	1580529
9	79000396	79328878	328482
9	79328879	79930015	601136
9	79930016	80039428	109412
9	80039429	80880100	840671
9	80880101	80889948	9847
9	80889949	82320565	1430616
9	82320566	82329832	9266
9	82329833	86270147	3940314
9	86270148	86279814	9666
9	86279815	86890210	610395
9	86890211	86909550	19339
9	86909551	87422166	512615
9	87422167	87489848	67681
9	87489849	88200132	710283
9	88200133	88969383	769250
9	88969384	90250307	1280923
9	90250308	90589859	339551
9	90589860	91601339	1011479
9	91601340	92009626	408286
9	92009627	93370007	1360380
9	93370008	93379591	9583
9	93379592	94480333	1100741
9	94480334	94489964	9630
9	94489965	95000038	510073
9	95000039	96329597	1329558
9	96329598	97840319	1510721
9	97840320	98248387	408067
9	98248388	100050062	1801674
9	100050063	101918000	1867937
9	101918001	102741296	823295
9	102741297	103066206	324909
9	103066207	104180839	1114632
9	104180840	104359889	179049
9	104359890	106870023	2510133
9	106870024	106879840	9816
9	106879841	107541733	661892
9	107541734	107589710	47976
9	107589711	108120505	530794
9	108120506	108319995	199489
9	108319996	109680435	1360439
9	109680436	109698299	17863
9	109698300	111640069	1941769
9	111640070	112149726	509656
9	112149727	112930531	780804
9	112930532	113199986	269454
9	113199987	114130852	930865
9	114130853	114188834	57981
9	114188835	114691408	502573
9	114691409	117849941	3158532
9	117849942	119160149	1310207
9	119160150	119164536	4386
9	119164537	120470451	1305914
9	120470452	120479670	9218
9	120479671	123580004	3100333
9	123580005	126219967	2639962
9	126219968	127110010	890042
9	127110011	128129941	1019930
9	128129942	128721802	591860
9	128721803	128729977	8174
9	128729978	129260026	530048
9	129260027	134459840	5199813
9	134459841	135110414	650573
9	135110415	136919029	1808614
9	136919030	137650000	730970
9	137650001	137809922	159921
9	137809923	138390206	580283
9	138390207	Inf	Inf
10	-Inf	1089968	Inf
10	1089969	3140460	2050491
10	3140461	3209518	69057
10	3209519	3820113	610594
10	3820114	3828308	8194
10	3828309	4870441	1042132
10	4870442	4889974	19532
10	4889975	5490989	601014
10	5490990	6278924	787934
10	6278925	7200001	921076
10	7200002	7219116	19114
10	7219117	8050633	831516
10	8050634	8059669	9035
10	8059670	11360013	3300343
10	11360014	11379957	19943
10	11379958	12200081	820123
10	12200082	12209944	9862
10	12209945	13160211	950266
10	13160212	13699875	539663
10	13699876	14879999	1180123
10	14880000	15559659	679659
10	15559660	16940253	1380593
10	16940254	17279816	339562
10	17279817	18821339	1541522
10	18821340	18969994	148654
10	18969995	21070188	2100193
10	21070189	21108902	38713
10	21108903	21781360	672457
10	21781361	22029313	247952
10	22029314	22610534	581220
10	22610535	23299876	689341
10	23299877	24830230	1530353
10	24830231	25316583	486352
10	25316584	25880063	563479
10	25880064	25889980	9916
10	25889981	26500573	610592
10	26500574	26508451	7877
10	26508452	27440516	932064
10	27440517	28348993	908476
10	28348994	28900038	551044
10	28900039	28909850	9811
10	28909851	29810265	900414
10	29810266	30307382	497116
10	30307383	31132151	824768
10	31132152	31139548	7396
10	31139549	31810006	670457
10	31810007	32099800	289793
10	32099801	33210402	1110601
10	33210403	33219274	8871
10	33219275	43600113	10380838
10	43600114	43699940	99826
10	43699941	44860012	1160071
10	44860013	44879814	19801
10	44879815	45470737	590922
10	45470738	45959893	489155
10	45959894	46960083	1000189
10	46960084	46969990	9906
10	46969991	48380551	1410560
10	48380552	48389954	9402
10	48389955	49440100	1050145
10	49440101	50959983	1519882
10	50959984	53452180	2492196
10	53452181	53459551	7370
10	53459552	54040396	580844
10	54040397	54529325	488928
10	54529326	55560300	1030974
10	55560301	55588479	28178
10	55588480	60120436	4531956
10	60120437	60159750	39313
10	60159751	61830104	1670353
10	61830105	61849980	19875
10	61849981	62630074	780093
10	62630075	62637918	7843
10	62637919	63850048	1212129
10	63850049	63959851	109802
10	63959852	64570653	610801
10	64570654	64979952	409298
10	64979953	70040661	5060708
10	70040662	71029879	989217
10	71029880	71680107	650227
10	71680108	74099979	2419871
10	74099980	74890316	790336
10	74890317	75889903	999586
10	75889904	76780041	890137
10	76780042	77169403	389361
10	77169404	78640442	1471038
10	78640443	78649930	9487
10	78649931	79550006	900075
10	79550007	79789462	239455
10	79789463	81050330	1260867
10	81050331	81149053	98722
10	81149054	81910540	761486
10	81910541	82279960	369419
10	82279961	85900729	3620768
10	85900730	86279628	378898
10	86279629	88410097	2130468
10	88410098	88429830	19732
10	88429831	89260939	831108
10	89260940	89519713	258773
10	89519714	90340123	820409
10	90340124	91199662	859538
10	91199663	92671197	1471534
10	92671198	92679987	8789
10	92679988	93600073	920085
10	93600074	93749504	149430
10	93749505	94450011	700506
10	94450012	95429976	979964
10	95429977	96091902	661925
10	96091903	96099933	8030
10	96099934	96823347	723413
10	96823348	98129999	1306651
10	98130000	98710793	580793
10	98710794	100189995	1479201
10	100189996	101150043	960047
10	101150044	105949711	4799667
10	105949712	108330130	2380418
10	108330131	108439816	109685
10	108439817	111630006	3190189
10	111630007	112659992	1029985
10	112659993	113910014	1250021
10	113910015	114209703	299688
10	114209704	114910618	700914
10	114910619	116199793	1289174
10	116199794	116730084	530290
10	116730085	116739988	9903
10	116739989	117702794	962805
10	117702795	117709821	7026
10	117709822	118350353	640531
10	118350354	121679334	3328980
10	121679335	122640030	960695
10	122640031	122669372	29341
10	122669373	123270116	600743
10	123270117	123279949	9832
10	123279950	123841780	561830
10	123841781	124929835	1088054
10	124929836	126300604	1370768
10	126300605	126679113	378508
10	126679114	127430046	750932
10	127430047	127738493	308446
10	127738494	129532250	1793756
10	129532251	129918431	386180
10	129918432	131630270	1711838
10	131630271	131639455	9184
10	131639456	133950240	2310784
10	133950241	134019793	69552
10	134019794	134590069	570275
10	134590070	Inf	Inf
11	-Inf	2439999	Inf
11	2440000	2970437	530437
11	2970438	4629759	1659321
11	4629760	5530025	900265
11	5530026	5539067	9041
11	5539068	6230033	690965
11	6230034	7069832	839798
11	7069833	7650239	580406
11	7650240	8129933	479693
11	8129934	8630206	500272
11	8630207	9879908	1249701
11	9879909	10520035	640126
11	10520036	10879823	359787
11	10879824	11970001	1090177
11	11970002	13749999	1779997
11	13750000	14280410	530410
11	14280411	14289946	9535
11	14289947	15260312	970365
11	15260313	15269640	9327
11	15269641	15990063	720422
11	15990064	15997953	7889
11	15997954	16800099	802145
11	16800100	16817874	17774
11	16817875	17390219	572344
11	17390220	19259896	1869676
11	19259897	20070097	810200
11	20070098	20119571	49473
11	20119572	20620919	501347
11	20620920	20679911	58991
11	20679912	22840653	2160741
11	22840654	22849593	8939
11	22849594	26580661	3731067
11	26580662	26699692	119030
11	26699693	27380502	680809
11	27380503	27408964	28461
11	27408965	30030189	2621224
11	30030190	30439912	409722
11	30439913	31801316	1361403
11	31801317	31839702	38385
11	31839703	32622044	782341
11	32622045	34478667	1856622
11	34478668	35220090	741422
11	35220091	35459960	239869
11	35459961	36290177	830216
11	36290178	36619829	329651
11	36619830	43421384	6801554
11	43421385	44289886	868501
11	44289887	44950051	660164
11	44950052	47619958	2669906
11	47619959	56950015	9330056
11	56950016	57579273	629257
11	57579274	58380008	800734
11	58380009	58389998	9989
11	58389999	58910101	520102
11	58910102	67929801	9019699
11	67929802	68500583	570781
11	68500584	68859979	359395
11	68859980	69460112	600132
11	69460113	69489978	29865
11	69489979	70170014	680035
11	70170015	70349966	179951
11	70349967	71140021	790054
11	71140022	75319782	4179760
11	75319783	76250265	930482
11	76250266	77379099	1128833
11	77379100	77910081	530981
11	77910082	78369993	459911
11	78369994	82680131	4310137
11	82680132	82898402	218270
11	82898403	85340008	2441605
11	85340009	85439256	99247
11	85439257	86660026	1220769
11	86660027	86669050	9023
11	86669051	89940016	3270965
11	89940017	89949955	9938
11	89949956	92530428	2580472
11	92530429	92629599	99170
11	92629600	93430030	800430
11	93430031	94919855	1489824
11	94919856	95560694	640838
11	95560695	96129172	568477
11	96129173	100221283	4092110
11	100221284	100229558	8274
11	100229559	100900308	670749
11	100900309	100909991	9682
11	100909992	102192453	1282461
11	102192454	103159096	966642
11	103159097	104760025	1600928
11	104760026	104769543	9517
11	104769544	105920674	1151130
11	105920675	105929928	9253
11	105929929	108121168	2191239
11	108121169	108389449	268280
11	108389450	109291036	901586
11	109291037	109299978	8941
11	109299979	110030206	730227
11	110030207	110039806	9599
11	110039807	111151772	1111965
11	111151773	112047290	895517
11	112047291	113070131	1022840
11	113070132	114318742	1248610
11	114318743	115040115	721372
11	115040116	115049810	9694
11	115049811	116650183	1600372
11	116650184	119299832	2649648
11	119299833	119980117	680284
11	119980118	121509036	1528918
11	121509037	122680022	1170985
11	122680023	122689058	9035
11	122689059	123470134	781075
11	123470135	124959658	1489523
11	124959659	125470193	510534
11	125470194	126319975	849781
11	126319976	128350045	2030069
11	128350046	128848961	498915
11	128848962	129720024	871062
11	129720025	130589248	869223
11	130589249	132280002	1690753
11	132280003	132289908	9905
11	132289909	133710479	1420570
11	133710480	Inf	Inf
12	-Inf	1019965	Inf
12	1019966	1600056	580090
12	1600057	1999440	399383
12	1999441	2690167	690726
12	2690168	3399899	709731
12	3399900	4410240	1010340
12	4410241	5029990	619749
12	5029991	6420005	1390014
12	6420006	7659036	1239030
12	7659037	8200255	541218
12	8200256	8209198	8942
12	8209199	8750091	540892
12	8750092	9349735	599643
12	9349736	10131208	781472
12	10131209	10229663	98454
12	10229664	10780072	550408
12	10780073	10789855	9782
12	10789856	12270149	1480293
12	12270150	12339949	69799
12	12339950	12870044	530094
12	12870045	13529636	659591
12	13529637	14770029	1240392
12	14770030	14979918	209888
12	14979919	15740199	760280
12	15740200	15819974	79774
12	15819975	20831602	5011627
12	20831603	20837486	5883
12	20837487	21660088	822601
12	21660089	21959969	299880
12	21959970	22621067	661097
12	22621068	22679546	58478
12	22679547	23681116	1001569
12	23681117	23689858	8741
12	23689859	24960951	1271092
12	24960952	25269581	308629
12	25269582	26220379	950797
12	26220380	26279804	59424
12	26279805	27130328	850523
12	27130329	27959707	829378
12	27959708	29490122	1530414
12	29490123	29659992	169869
12	29659993	30780953	1120960
12	30780954	31149717	368763
12	31149718	32130738	981020
12	32130739	32899996	769257
12	32899997	39720093	6820096
12	39720094	40159129	439035
12	40159130	40690201	531071
12	40690202	40959746	269544
12	40959747	42470064	1510317
12	42470065	42869738	399673
12	42869739	43820487	950748
12	43820488	43829487	8999
12	43829488	46240041	2410553
12	46240042	46769991	529949
12	46769992	48100044	1330052
12	48100045	50529971	2429926
12	50529972	51121214	591242
12	51121215	55029239	3908024
12	55029240	56070482	1041242
12	56070483	58209921	2139438
12	58209922	59270006	1060084
12	59270007	59289618	19611
12	59289619	64580197	5290578
12	64580198	65279472	699274
12	65279473	66340007	1060534
12	66340008	66709159	369151
12	66709160	67690918	981758
12	67690919	68059479	368560
12	68059480	69080322	1020842
12	69080323	70219796	1139473
12	70219797	70723143	503346
12	70723144	70939610	216466
12	70939611	71971215	1031604
12	71971216	72319999	348783
12	72320000	73050467	730467
12	73050468	73059655	9187
12	73059656	74930800	1871144
12	74930801	75898932	968131
12	75898933	76420005	521072
12	76420006	77428909	1008903
12	77428910	78510312	1081402
12	78510313	78518323	8010
12	78518324	80760031	2241707
12	80760032	80766867	6835
12	80766868	81650094	883226
12	81650095	81769853	119758
12	81769854	85270036	3500182
12	85270037	85439997	169960
12	85439998	88380093	2940095
12	88380094	88479948	99854
12	88479949	89740671	1260722
12	89740672	89919967	179295
12	89919968	91340004	1420036
12	91340005	91579661	239656
12	91579662	92811421	1231759
12	92811422	93179159	367737
12	93179160	93960227	781067
12	93960228	93969931	9703
12	93969932	94690646	720714
12	94690647	94968307	277660
12	94968308	95470450	502142
12	95470451	95479922	9471
12	95479923	96380045	900122
12	96380046	96679903	299857
12	96679904	98920036	2240132
12	98920037	98929543	9506
12	98929544	101760120	2830576
12	101760121	102159999	399878
12	102160000	102790111	630111
12	102790112	103249990	459878
12	103249991	104040051	790060
12	104040052	105569977	1529925
12	105569978	107360329	1790351
12	107360330	107369269	8939
12	107369270	108131180	761910
12	108131181	108139999	8818
12	108140000	108680127	540127
12	108680128	112699989	4019861
12	112699990	113310062	610072
12	113310063	114399999	1089936
12	114400000	115110150	710150
12	115110151	115119037	8886
12	115119038	116400344	1281306
12	116400345	116447208	46863
12	116447209	117150893	703684
12	117150894	118509976	1359082
12	118509977	119590880	1080903
12	119590881	119599818	8937
12	119599819	120110111	510292
12	120110112	124839945	4729833
12	124839946	125430118	590172
12	125430119	125609973	179854
12	125609974	126140062	530088
12	126140063	126147422	7359
12	126147423	130830121	4682698
12	130830122	130929999	99877
12	130930000	131620203	690203
12	131620204	131628673	8469
12	131628674	132390141	761467
12	132390142	Inf	Inf
13	-Inf	20719960	Inf
13	20719961	21353203	633242
13	21353204	21376268	23064
13	21376269	23900844	2524575
13	23900845	24249957	349112
13	24249958	24860239	610281
13	24860240	26599955	1739715
13	26599956	27250052	650096
13	27250053	27259976	9923
13	27259977	28540247	1280270
13	28540248	29009986	469738
13	29009987	30080156	1070169
13	30080157	30099382	19225
13	30099383	31710019	1610636
13	31710020	31729967	19947
13	31729968	32720032	990064
